title,author,category,UK Key Stage,segments,char_count,word_count,sentence_count,avg_word_length,avg_sentence_length,type_token_ratio,pronoun_freq,function_words_count,punctuation_frequency,sentiment_polarity,sentiment_subjectivity,readability grades_Kincaid,readability grades_ARI,readability grades_Coleman-Liau,readability grades_FleschReadingEase,readability grades_GunningFogIndex,readability grades_LIX,readability grades_SMOGIndex,readability grades_RIX,readability grades_DaleChallIndex,sentence info_characters_per_word,sentence info_syll_per_word,sentence info_words_per_sentence,sentence info_sentences_per_paragraph,sentence info_type_token_ratio,sentence info_characters,sentence info_syllables,sentence info_words,sentence info_wordtypes,sentence info_sentences,sentence info_paragraphs,sentence info_long_words,sentence info_complex_words,sentence info_complex_words_dc,word usage_tobeverb,word usage_auxverb,word usage_conjunction,word usage_pronoun,word usage_preposition,word usage_nominalization,sentence beginnings_pronoun,sentence beginnings_interrogative,sentence beginnings_article,sentence beginnings_subordination,sentence beginnings_conjunction,sentence beginnings_preposition,NER_PERSON,NER_NORP,NER_FAC,NER_ORG,NER_GPE,NER_LOC,NER_PRODUCT,NER_EVENT,NER_WORK_OF_ART,NER_LAW,NER_LANGUAGE,EMOT_fear,EMOT_anger,EMOT_trust,EMOT_surprise,EMOT_positive,EMOT_negative,EMOT_sadness,EMOT_disgust,EMOT_joy,EMOT_anticipation
Anna Karenina,graf Leo Tolstoy,Harvard Classics,Key Stage 4 (KS4),"But I shall be very glad to  go to the meeting."" ""I say, friends, have you heard? He has handed in the separate report,""  Katavasov called from the other room, where he was putting on his frock  coat. And a conversation sprang up upon the university question, which was a  very important event that winter in Moscow. Three old professors in the  council had not accepted the opinion of the younger professors. The  young ones had registered a separate resolution.",463.0,94.0,6.0,4.053191489361702,15.666666666666666,0.723404255319149,0.0531914893617021,42.0,0.0302375809935205,0.2075,0.4958333333333333,32.129999999999995,40.0005,10.58267705,7.195000000000036,37.5,102.5,21.16590212458495,18.0,11.354625,4.55,1.4,80.0,1.0,0.7875,364.0,112.0,80.0,63.0,1.0,1.0,18.0,11.0,19.0,3.0,1.0,2.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0625,0.4375,0.0,0.0,0.0,0.125,0.25
Nostromo: A Tale of the Seaboard,Joseph Conrad,,Key Stage 4 (KS4),"And the Capataz, listening as if in a dream, felt himself of  as little account as the indistinct, motionless shape of the dead man  whom he saw upright under the beam, with his air of listening also,  disregarded, forgotten, like a terrible example of neglect. ""Was it for an unconsidered and foolish whim that they came to me,  then?"" he interrupted suddenly. ""Had I not done enough for them to be  of some account, por Dios?",427.0,92.0,4.0,3.804347826086957,23.0,0.717391304347826,0.0652173913043478,42.0,0.0374707259953161,-0.2774999999999999,0.58,30.042105263157897,37.08328947368421,9.418188118421057,15.039736842105285,35.66315789473685,99.6842105263158,20.32050807568877,18.0,10.522547368421051,4.355263157894737,1.355263157894737,76.0,1.0,0.8026315789473685,331.0,103.0,76.0,61.0,1.0,1.0,18.0,10.0,15.0,2.0,0.0,2.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.074074074074074,0.037037037037037,0.1111111111111111,0.074074074074074,0.1111111111111111,0.2962962962962963,0.1111111111111111,0.074074074074074,0.074074074074074,0.037037037037037
The Brothers Karamazov,Fyodor Dostoyevsky,,Key Stage 3 (KS3),"Yet he was perfectly aware of  a letter she had received a month ago from her seducer, and had heard  of it from her own lips. He partly knew, too, what the letter  contained. In a moment of spite Grushenka had shown him that letter,  but to her astonishment he attached hardly any consequence to it. It  would be hard to say why this was.",339.0,73.0,4.0,3.6986301369863015,18.25,0.6986301369863014,0.1095890410958904,39.0,0.023598820058997,0.0666666666666666,0.5833333333333333,24.827692307692303,30.05492307692308,7.444329569230767,32.83230769230772,30.30769230769231,77.3076923076923,17.491376746189438,8.0,9.775576923076922,4.030769230769231,1.2769230769230768,65.0,1.0,0.7538461538461538,262.0,83.0,65.0,49.0,1.0,1.0,8.0,7.0,12.0,3.0,1.0,3.0,13.0,10.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0,0.0,0.1111111111111111,0.3333333333333333
Oblomov,Ivan Aleksandrovich Goncharov,,Key Stage 2 (KS2),"At Epiphany-tide not a  man or a woman of them would go out of doors after ten o'clock at night;  and never during the season of Easter would any one venture o' nights  into the stable, lest there he should be confronted by the _domovoi_, by  the horse demon. At Oblomovka _everything_ was believed in--including even ghosts and  werewolves. Had you informed an inmate of the place that a haycock was  walking about in the fields, he would have believed it.",457.0,91.0,3.0,4.076923076923077,30.33333333333333,0.7472527472527473,0.0439560439560439,45.0,0.0350109409190372,0.0,0.0,32.363170731707314,40.3629268292683,9.79576651219512,9.08548780487807,36.702439024390245,97.85365853658536,18.491933384829668,13.0,12.13260243902439,4.414634146341464,1.353658536585366,82.0,1.0,0.7682926829268293,362.0,111.0,82.0,63.0,1.0,1.0,13.0,8.0,23.0,3.0,4.0,3.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1428571428571428,0.0714285714285714,0.2857142857142857,0.0,0.1428571428571428,0.1428571428571428,0.0714285714285714,0.1428571428571428,0.0,0.0
Le Morte d'Arthur: Volume 2,Sir Thomas Malory,Fantasy,Key Stage 5 (KS5),"And  therewithal he descended from his horse, and right so did Sir Lavaine;  and forthwithal Sir Lavaine drew the truncheon out of his side, and he  gave a great shriek and a marvellous grisly groan, and the blood brast  out nigh a pint at once, that at the last he sank down upon his  buttocks, and so swooned pale and deadly. Alas, said Sir Lavaine, what  shall I do? And then he turned Sir Launcelot into the wind, but so he  lay there nigh half an hour as he had been dead.",477.0,104.0,3.0,3.644230769230769,34.666666666666664,0.6442307692307693,0.0673076923076923,49.0,0.0251572327044025,-0.005813492063492,0.4234920634920635,33.244347826086965,43.35880434782609,7.333087706521741,20.57891304347828,38.53913043478261,103.95652173913044,13.954451150103322,11.0,11.460678260869566,3.989130434782609,1.0978260869565215,92.0,1.0,0.6847826086956522,367.0,101.0,92.0,63.0,1.0,1.0,11.0,4.0,19.0,1.0,1.0,10.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764705882352941,0.1176470588235294,0.0588235294117647,0.0588235294117647,0.0,0.2352941176470588,0.1764705882352941,0.1764705882352941,0.0,0.0
"From the Earth to the Moon; and, Round the Moon",Jules Verne,Science Fiction,Key Stage 2 (KS2),"The ground trembled, while these molten waves,  launching into the sky their wreaths of smoke, evaporated the moisture  of the mould and hurled it upward through the vent-holes of the stone  lining in the form of dense vapor-clouds. These artificial clouds  unrolled their thick spirals to a height of 1,000 yards into the air.",327.0,59.0,2.0,4.576271186440678,29.5,0.7457627118644068,0.0,26.0,0.0244648318042813,-0.45,0.7375,20.663636363636368,28.678000000000004,11.884530254545457,44.87545454545455,25.63636363636364,75.0,15.24744871391589,11.0,12.106318181818184,4.8,1.2545454545454546,55.0,1.0,0.7818181818181819,264.0,69.0,55.0,43.0,1.0,1.0,11.0,5.0,20.0,0.0,0.0,1.0,5.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.25,0.0,0.0,0.0,0.0
Dead Souls,Nikolai Vasilevich Gogol,,Key Stage 4 (KS4),"Indeed, the moment that the host  subsided into his seat--it was large enough for four--he fell asleep,  and his portly presence, converting itself into a sort of blacksmith's  bellows, started to vent, through open mouth and distended nostrils,  such sounds as can have greeted the reader's ear but seldom--sounds as  of a drum being beaten in combination with the whistling of a flute and  the strident howling of a dog. ""Listen to him!"" said Platon. Chichikov smiled.",470.0,97.0,4.0,4.020618556701031,24.25,0.7216494845360825,0.0206185567010309,39.0,0.0425531914893617,0.1628571428571428,0.4257142857142857,31.351645569620256,40.367974683544304,11.660930101265826,10.99430379746839,34.131645569620254,101.78481012658229,15.24744871391589,18.0,12.551735443037977,4.734177215189874,1.3670886075949369,79.0,1.0,0.7848101265822784,374.0,108.0,79.0,62.0,1.0,1.0,18.0,5.0,25.0,2.0,1.0,4.0,7.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.0,0.0,0.0
Meditations,Emperor of Rome Marcus Aurelius,Harvard Classics,Key Stage 4 (KS4),"As occasion shall require, either to thine own understanding, or to  that of the universe, or to his, whom thou hast now to do with, let thy  refuge be with all speed. To thine own, that it resolve upon nothing  against justice. To that of the universe, that thou mayest remember,  part of whom thou art. Of his, that thou mayest consider whether in the  estate of ignorance, or of knowledge. And then also must thou call to  mind, that he is thy kinsman. XXI.",460.0,102.0,6.0,3.627450980392157,17.0,0.5588235294117647,0.0098039215686274,45.0,0.0369565217391304,0.6,1.0,31.997647058823528,40.63035294117648,8.269785682352943,17.049411764705894,37.294117647058826,102.64705882352942,17.491376746189438,15.0,12.496617647058825,4.152941176470589,1.223529411764706,85.0,1.0,0.6470588235294118,353.0,104.0,85.0,55.0,1.0,1.0,15.0,7.0,25.0,2.0,2.0,4.0,15.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.0,0.0909090909090909,0.0909090909090909
The Story of an African Farm,Olive Schreiner,,Key Stage 3 (KS3),"He visited the cabin no more, sat close to Tant Sannie drinking  coffee all the evening, and walked about loftily with his hands under  the coat-tails of the German's black cloth and failed to see even a  nigger who wished him a deferential good morning. It was therefore with  no small surprise that the German perceived Bonaparte's red nose at the  door. ""Walk in, walk in,"" he said joyfully. ""Boy, boy, see if there is any  coffee left. Well, none. Make a fire.",464.0,101.0,6.0,3.752475247524752,16.833333333333332,0.7227722772277227,0.0297029702970297,37.0,0.0409482758620689,-0.0101851851851851,0.2481481481481481,32.69176470588235,40.90741176470589,8.615659270588239,12.072941176470607,37.294117647058826,99.11764705882354,17.491376746189438,12.0,11.56779411764706,4.211764705882353,1.2823529411764707,85.0,1.0,0.8117647058823529,358.0,109.0,85.0,69.0,1.0,1.0,12.0,7.0,20.0,2.0,0.0,2.0,6.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0555555555555555,0.1111111111111111,0.1111111111111111,0.2777777777777778,0.0555555555555555,0.1111111111111111,0.1111111111111111,0.0555555555555555
A Knight of the White Cross: A Tale of the Siege of Rhodes,G. A. Henty,Children's Fiction,Key Stage 5 (KS5),"""So two of the Order, though but of the inferior grade, are in the  plot?"" the grand master said; ""and several of the overseers? One of the  villains is, of course, the man you saw this Greek talking with. We  must get hold of the other if we can. As to the slaves, now that we have  warning, there is an end of the matter, though without such warning they  would surely have succeeded, for the plans are well laid, and they would  have been at sea before we could have gathered in any force at the port.",504.0,116.0,5.0,3.4827586206896552,23.2,0.6293103448275862,0.0603448275862069,58.0,0.0357142857142857,0.1458333333333333,0.4606481481481481,35.03204081632653,45.97744897959184,6.876702663265309,18.448673469387785,41.24081632653062,108.20408163265306,15.24744871391589,10.0,10.753014285714286,3.9081632653061225,1.0510204081632653,98.0,1.0,0.6836734693877551,383.0,103.0,98.0,67.0,1.0,1.0,10.0,5.0,14.0,5.0,5.0,3.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.0,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.0,0.0
Martin Chuzzlewit,Charles Dickens,,Key Stage 4 (KS4),"Another mile, and then begins a fall of snow, making the crow, who skims  away so close above the ground to shirk the wind, a blot of ink upon the  landscape. But though it drives and drifts against them as they walk,  stiffening on their skirts, and freezing in the lashes of their eyes,  they wouldn't have it fall more sparingly, no, not so much as by a  single flake, although they had to go a score of miles. And, lo! the  towers of the Old Cathedral rise before them, even now!",483.0,109.0,4.0,3.541284403669725,27.25,0.6605504587155964,0.0458715596330275,50.0,0.0351966873706004,0.1339285714285714,0.2535714285714285,34.00258064516129,43.75806451612903,7.21078459139785,16.923870967741948,38.06021505376344,101.6021505376344,10.745966692414834,8.0,11.475213978494624,3.967741935483871,1.1290322580645162,93.0,1.0,0.7419354838709677,369.0,105.0,93.0,69.0,1.0,1.0,8.0,2.0,19.0,0.0,0.0,5.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.4166666666666667,0.1666666666666666,0.0,0.0833333333333333,0.0833333333333333
Flatland: A Romance of Many Dimensions,Edwin Abbott Abbott,Science Fiction,Key Stage 5 (KS5),"In precisely the  same way, your country of Two Dimensions is not spacious enough to  represent me, a being of Three, but can only exhibit a slice or section  of me, which is what you call a Circle. The diminished brightness of your eye indicates incredulity. But now  prepare to receive proof positive of the truth of my assertions.",333.0,66.0,3.0,4.106060606060606,22.0,0.7424242424242424,0.0454545454545454,34.0,0.021021021021021,0.1254545454545454,0.594090909090909,24.02,29.145254237288132,10.007558440677968,27.93644067796612,29.02372881355932,84.42372881355932,18.491933384829668,15.0,9.774425423728816,4.47457627118644,1.4067796610169492,59.0,1.0,0.7966101694915254,264.0,83.0,59.0,47.0,1.0,1.0,15.0,8.0,12.0,3.0,1.0,3.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.125,0.0,0.0,0.0,0.125
Anna Karenina,graf Leo Tolstoy,Harvard Classics,Key Stage 4 (KS4),"So he lived, not knowing and not seeing any chance of knowing what he  was and what he was living for, and harassed at this lack of knowledge  to such a point that he was afraid of suicide, and yet firmly laying  down his own individual definite path in life. Chapter 11    The day on which Sergey Ivanovitch came to Pokrovskoe was one of  Levin's most painful days.",366.0,74.0,2.0,3.945945945945946,37.0,0.7432432432432432,0.054054054054054,38.0,0.0163934426229508,-0.0617283950617284,0.5987654320987654,26.19826086956522,32.592608695652174,8.141951159420294,30.13043478260872,29.339130434782607,84.94202898550725,12.486832980505138,11.0,11.406871014492754,4.144927536231884,1.2608695652173914,69.0,1.0,0.7681159420289855,286.0,87.0,69.0,53.0,1.0,1.0,11.0,3.0,19.0,4.0,0.0,5.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1875,0.125,0.0,0.0625,0.1875,0.25,0.125,0.0625,0.0,0.0
On the Origin of Species By Means of Natural Selection,Charles Darwin,Harvard Classics,Key Stage 5 (KS5),"As, during these months, the  slaves are very few in number, I thought that they might behave  differently when more numerous; but Mr. Smith informs me that he has  watched the nests at various hours during May, June and August, both in  Surrey and Hampshire, and has never seen the slaves, though present in  large numbers in August, either leave or enter the nest. Hence he  considers them as strictly household slaves.",421.0,83.0,2.0,4.144578313253012,41.5,0.7228915662650602,0.072289156626506,35.0,0.0285035629453681,0.0648979591836734,0.3797959183673469,27.731666666666676,36.28833333333333,10.900907833333338,24.480000000000004,31.57777777777778,88.66666666666667,15.24744871391589,12.0,11.593811111111112,4.611111111111111,1.2916666666666667,72.0,1.0,0.7916666666666666,332.0,93.0,72.0,57.0,1.0,1.0,12.0,5.0,20.0,1.0,2.0,5.0,9.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1538461538461538,0.2307692307692307,0.2307692307692307,0.0769230769230769,0.0769230769230769,0.0,0.0769230769230769,0.1538461538461538
Les Misérables,Victor Hugo,,Key Stage 4 (KS4),"This woman also had a  child, which she carried in her arms. She was carrying, in addition, a large carpet-bag, which seemed very  heavy. This woman's child was one of the most divine creatures that it is  possible to behold. It was a girl, two or three years of age. She could  have entered into competition with the two other little ones, so far as  the coquetry of her dress was concerned; she wore a cap of fine linen,  ribbons on her bodice, and Valenciennes lace on her cap.",480.0,104.0,5.0,3.7115384615384617,20.8,0.6634615384615384,0.0769230769230769,47.0,0.0333333333333333,0.0823065476190476,0.6191964285714285,34.85000000000001,42.98566666666667,8.108500900000003,5.505000000000024,39.55555555555556,103.33333333333331,18.491933384829668,12.0,11.433944444444444,4.122222222222222,1.3,90.0,1.0,0.7333333333333333,371.0,117.0,90.0,66.0,1.0,1.0,12.0,8.0,19.0,5.0,1.0,2.0,13.0,11.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.05,0.15,0.0,0.15,0.1,0.1,0.0,0.1,0.25
The Violet Fairy Book,Andrew Lang,Children's Literature,Key Stage 4 (KS4),"His silken clothes were of the brightest  flame colour, richly trimmed with gold fringes and lace; a golden girdle  was round his waist, while his head was encircled with a crown of gold,  and precious stones twinkled about him like stars in a winter's night,  and in place of his wooden stick he held a finely worked golden staff. The lord of all this treasure locked the doors and put the keys in his  pocket, then led Hans into another room, where dinner was laid for them.",476.0,97.0,2.0,3.9690721649484537,48.5,0.7216494845360825,0.0309278350515463,41.0,0.0210084033613445,0.2416666666666667,0.5214285714285715,33.21181818181819,42.641022727272734,8.919160147727276,13.687727272727289,36.10909090909091,98.22727272727272,10.745966692414834,9.0,11.589936363636363,4.261363636363637,1.2272727272727273,88.0,1.0,0.7613636363636364,375.0,108.0,88.0,67.0,1.0,1.0,9.0,2.0,20.0,4.0,0.0,4.0,9.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.0476190476190476,0.1428571428571428,0.0476190476190476,0.3333333333333333,0.0952380952380952,0.0476190476190476,0.0476190476190476,0.0952380952380952,0.0952380952380952
The Monk: A Romance,M. G. Lewis,,Key Stage 3 (KS3),"A plaintive tone, sounding at no great distance,  at length reached his hearing; He bent his course joyfully towards it. It became more audible as He advanced; and He soon beheld again the  spark of light, which a low projecting Wall had hitherto concealed from  him.",267.0,53.0,2.0,4.132075471698113,26.5,0.8490566037735849,0.0754716981132075,22.0,0.0262172284644194,0.18,0.57,17.997826086956525,23.27695652173913,10.654438000000004,47.95804347826089,23.617391304347827,72.08695652173913,16.41640786499874,12.0,10.03723043478261,4.608695652173913,1.326086956521739,46.0,1.0,0.9130434782608696,212.0,61.0,46.0,42.0,1.0,1.0,12.0,6.0,12.0,0.0,0.0,1.0,8.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1111111111111111
War and Peace,graf Leo Tolstoy,,Key Stage 5 (KS5),"Prince Andrew understood that this was said of him and that it was  Napoleon who said it. He heard the speaker addressed as Sire. But he  heard the words as he might have heard the buzzing of a fly. Not only  did they not interest him, but he took no notice of them and at once  forgot them. His head was burning, he felt himself bleeding to death,  and he saw above him the remote, lofty, and everlasting sky.",410.0,89.0,5.0,3.6741573033707855,17.8,0.651685393258427,0.1348314606741573,49.0,0.024390243902439,0.175,0.55,28.81240506329114,36.96962025316456,7.418505962025318,29.19936708860763,33.6253164556962,91.65822784810126,13.954451150103322,10.0,10.153254430379748,4.012658227848101,1.1518987341772151,79.0,1.0,0.7088607594936709,317.0,91.0,79.0,56.0,1.0,1.0,10.0,4.0,13.0,3.0,1.0,6.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176470588235294,0.1176470588235294,0.0,0.0588235294117647,0.1764705882352941,0.2352941176470588,0.1176470588235294,0.1176470588235294,0.0,0.0588235294117647
The Voyages of Doctor Dolittle,Hugh Lofting,Children's Literature,Key Stage 3 (KS3),"Joe, the mussel-man, had the _Curlew_ moved down the river and tied it  up along the river-wall, so it would be more handy for loading. And for  three whole days we carried provisions down to our beautiful new boat  and stowed them away. I was surprised to find how roomy and big she was inside. There were  three little cabins, a saloon (or dining-room) and underneath all this,  a big place called the hold where the food and extra sails and other  things were kept.",468.0,96.0,4.0,3.9375,24.0,0.7291666666666666,0.0416666666666666,44.0,0.0341880341880341,0.1355963480963481,0.4544094794094793,32.1364705882353,41.40611764705882,9.238231729411767,16.054117647058845,37.294117647058826,96.76470588235294,17.491376746189438,10.0,11.753558823529412,4.317647058823529,1.2352941176470589,85.0,1.0,0.7764705882352941,367.0,105.0,85.0,66.0,1.0,1.0,10.0,7.0,21.0,5.0,1.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,0.0,0.0,0.2222222222222222,0.0
Rose in Bloom,Louisa May Alcott,Children's Literature,Key Stage 5 (KS5),"""Imagine Emma trotting round with a pauper baby under her arm instead of  her cherished Toto,"" said Steve with an ecstatic twirl on the stool. ""Did she seem to like your advice, Monsieur Malapropos?"" asked Rose,  wishing she had been there. ""No, she gave a little shriek and said, 'Good gracious, Mr. Campbell,  how droll you are! Take me to Mama, please,' which I did with a thankful  heart. Catch me setting her pug's leg again,"" ended Mac with a grim  shake of the head. ""Never mind.",486.0,113.0,7.0,3.557522123893805,16.142857142857142,0.7079646017699115,0.0884955752212389,39.0,0.0576131687242798,0.0174999999999999,0.6900000000000001,32.94363636363636,42.21284090909091,8.384628238636367,15.61045454545456,36.10909090909091,101.63636363636364,10.745966692414834,12.0,12.307663636363635,4.170454545454546,1.2045454545454546,88.0,1.0,0.8295454545454546,367.0,106.0,88.0,73.0,1.0,1.0,12.0,2.0,24.0,2.0,0.0,1.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0869565217391304,0.0869565217391304,0.0434782608695652,0.0869565217391304,0.1739130434782608,0.1304347826086956,0.1304347826086956,0.0434782608695652,0.1304347826086956,0.0869565217391304
The Prince,Niccolo Machiavelli,Harvard Classics,Key Stage 5 (KS5),"I compare her to one of those raging rivers, which when in flood  overflows the plains, sweeping away trees and buildings, bearing away  the soil from place to place; everything flies before it, all yield to  its violence, without being able in any way to withstand it; and yet,  though its nature be such, it does not follow therefore that men, when  the weather becomes fair, shall not make provision, both with defences  and barriers, in such a manner that, rising again, the waters may pass  away by canal, and their force be neither so unrestrained nor so  dangerous.",572.0,116.0,1.0,4.017241379310345,116.0,0.6810344827586207,0.0172413793103448,50.0,0.0297202797202797,0.12,0.6849999999999999,39.23010101010101,49.43151515151515,10.567537606060611,-9.868181818181782,43.23636363636364,117.1818181818182,19.431676725154983,18.0,11.89629393939394,4.535353535353536,1.3737373737373737,99.0,1.0,0.7676767676767676,449.0,136.0,99.0,76.0,1.0,1.0,18.0,9.0,21.0,3.0,2.0,6.0,11.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2608695652173913,0.1304347826086956,0.0,0.0,0.1304347826086956,0.217391304347826,0.0434782608695652,0.0869565217391304,0.0434782608695652,0.0869565217391304
The Soul of Man under Socialism,Oscar Wilde,,Key Stage 4 (KS4),"In a community like ours, where property confers immense  distinction, social position, honour, respect, titles, and other pleasant  things of the kind, man, being naturally ambitious, makes it his aim to  accumulate this property, and goes on wearily and tediously accumulating  it long after he has got far more than he wants, or can use, or enjoy, or  perhaps even know of.",376.0,76.0,1.0,4.078947368421052,76.0,0.7368421052631579,0.0263157894736842,28.0,0.0372340425531914,0.1784722222222222,0.6298611111111111,27.622258064516128,32.056451612903224,11.793528516129037,7.453387096774222,31.896774193548392,87.80645161290323,21.16590212458495,16.0,11.805248387096771,4.774193548387097,1.6129032258064515,62.0,1.0,0.8709677419354839,296.0,100.0,62.0,54.0,1.0,1.0,16.0,11.0,20.0,1.0,1.0,6.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.0454545454545454,0.3181818181818182,0.0454545454545454,0.0454545454545454,0.0,0.1818181818181818,0.1818181818181818
Middlemarch,George Eliot,,Key Stage 3 (KS3),"She is engaged to be married."" Mrs. Cadwallader paused a  few moments, observing the deeply hurt expression in her friend's face,  which he was trying to conceal by a nervous smile, while he whipped his  boot; but she soon added, ""Engaged to Casaubon."" Sir James let his whip fall and stooped to pick it up. Perhaps his face  had never before gathered so much concentrated disgust as when he  turned to Mrs. Cadwallader and repeated, ""Casaubon?"" ""Even so. You know my errand now."" ""Good God! It is horrible!",507.0,111.0,8.0,3.810810810810811,13.875,0.7207207207207207,0.063063063063063,41.0,0.04930966469428,0.0607142857142857,0.3785714285714286,35.03011235955056,43.70932584269662,9.632393865168543,2.4325842696629394,38.74606741573034,111.47191011235957,17.491376746189438,20.0,12.663708988764045,4.382022471910112,1.348314606741573,89.0,1.0,0.8202247191011236,390.0,120.0,89.0,73.0,1.0,1.0,20.0,7.0,26.0,4.0,0.0,3.0,13.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1081081081081081,0.1081081081081081,0.1081081081081081,0.027027027027027,0.1351351351351351,0.1891891891891892,0.1081081081081081,0.054054054054054,0.081081081081081,0.081081081081081
The Anatomy of Melancholy,Robert Burton,,Key Stage 4 (KS4),"Though  Cain cry out in the anguish of his soul, my punishment is greater than  I can bear, 'tis not so; thou liest, Cain (saith Austin), God's mercy  is greater than thy sins. His mercy is above all His works, Psal. cxlv. 9, able to satisfy for all men's sins, antilutron, 1 Tim. ii. 6.",287.0,75.0,6.0,3.066666666666667,12.5,0.6933333333333334,0.0133333333333333,23.0,0.0696864111498257,0.375,0.43125,19.889122807017547,24.422631578947367,5.3427298596491255,53.9905263157895,24.905263157894737,67.52631578947368,12.486832980505138,6.0,13.943173684210526,3.684210526315789,1.1228070175438596,57.0,1.0,0.8245614035087719,210.0,64.0,57.0,47.0,1.0,1.0,6.0,3.0,27.0,3.0,1.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.1875,0.0,0.0,0.25,0.1875,0.125,0.0625,0.0,0.0
